text,aspect,polarity,text_clean,aspect_clean,macro_aspect
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,food
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,negative,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,food
Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive,its an excellent place to relax and the food is one of the best in the city of new york.,place,ambiance
Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive,its an excellent place to relax and the food is one of the best in the city of new york.,food,food
"service is friendly, and never had a problem walking in and getting a table.",service,positive,"service is friendly, and never had a problem walking in and getting a table.",service,service
"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive,"service is friendly, and never had a problem walking in and getting a table.",getting a table,ambiance
The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,positive,the atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,ambiance
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,negative,"first off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,service
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,neutral,"first off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,ambiance
The food was bland oily.,food,negative,the food was bland oily.,food,food
"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive,"what is even better, is that the prices are very affordable as well, and the food is really good.",prices,price
"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive,"what is even better, is that the prices are very affordable as well, and the food is really good.",food,food
The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive,the fish is fresh but the variety of fish is nothing out of ordinary.,fish,food
The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,negative,the fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,food
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,positive,"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,food
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,positive,"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,price
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,positive,"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,food
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,positive,"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,food
"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive,"and kruno, the beverage manager is the best bartender i have yet to come across.",bartender,service
"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive,"and kruno, the beverage manager is the best bartender i have yet to come across.",beverage manager,food
"Ambiance and music funky, which I enjoy.",Ambiance,positive,"ambiance and music funky, which i enjoy.",ambiance,ambiance
"Ambiance and music funky, which I enjoy.",music,positive,"ambiance and music funky, which i enjoy.",music,ambiance
"The food, drinks and service are clearly among the best in the city.",food,positive,"the food, drinks and service are clearly among the best in the city.",food,food
"The food, drinks and service are clearly among the best in the city.",drinks,positive,"the food, drinks and service are clearly among the best in the city.",drinks,food
"The food, drinks and service are clearly among the best in the city.",service,positive,"the food, drinks and service are clearly among the best in the city.",service,service
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,i went there in late afternoon for some bite size food and refleshment with my date.,food,food
