text,aspect,polarity,text_clean,aspect_clean
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive,and yes dal bukhara is so dam good and so are all the kababs.,kababs
and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,positive,and yes dal bukhara is so dam good and so are all the kababs.,dal bukhara
I look forward to eating here again,eating,positive,i look forward to eating here again,eating
I've been coming here as a child and always come back for the taste.,taste,positive,i've been coming here as a child and always come back for the taste.,taste
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,positive,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,positive,"a glass of leaping lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,positive,"a glass of leaping lizard, a glass of prosecco, and the mussels had everything happy.",mussels
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of Leaping Lizard,positive,"a glass of leaping lizard, a glass of prosecco, and the mussels had everything happy.",glass of leaping lizard
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Food,neutral,"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,negative,"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,negative,"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar
The food always tastes fresh and served promptly.,food,positive,the food always tastes fresh and served promptly.,food
The food always tastes fresh and served promptly.,served,positive,the food always tastes fresh and served promptly.,served
The pizza here is delicious.,pizza,positive,the pizza here is delicious.,pizza
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,positive,"pizza and garlic knots are great as well, i order from them quite often and the delivery is always super quick!",pizza
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,positive,"pizza and garlic knots are great as well, i order from them quite often and the delivery is always super quick!",delivery
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive,"pizza and garlic knots are great as well, i order from them quite often and the delivery is always super quick!",garlic knots
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive,"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.",chinese food
But who says Murray's is anything about service.,service,neutral,but who says murray's is anything about service.,service
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative,"this place is really trendi but they have forgotten about the most important part of a restaurant, the food.",food
Hats off to the chef.,chef,positive,hats off to the chef.,chef
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,"service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",service
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,positive,"service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot
